"","text","sentiment"
"2031","ya rabb engkau maha perkasa maha pelindung lindungilah pemimpin berjuang warganya jauhilah mrk dr tangan durjana aamiin",2
"2032","mantap",2
"2033","sukses anies moga jd orang no negara iniindonesia aman tentramadil makmur",2
"2034"," terliput media",2
"2035","semangat semoga kesehatan",2
"2036","semangat anis",2
"2037","sehat bos",2
"2038","maa syaa allah tabarakallah",2
"2039","sehat pa anies yg utk kebaikan warga jakarta ",2
"2040","terima kasih pa gubernur sdh laksanakan pengerukkan krn thn kali dikeruk terlambat drpd ",2
"2041"," kiraiin bu frame ",2
"2042","semoga aman aamiin",2
"2043","anis baswedan tu genk nya tembakin fpi",2
"2044","mantap bang anis",2
"2045","semangat anis sehat ",2
"2046","sehat sllu pakdoa sllu bersamamu",2
"2047"," kerja gabisa kerja kudu masuk media dlu sih dikata kerja",1
"2048","sehat sll ya anies semoga allah senantiasa kemudahan sgala aktivitas anies the next presiden",2
"2049","sehat gubernur presiden",2
"2050","coba deh jdi presiden tertata jakarta men indonesia pastinyaaaa sehat umur berkah dunia akhirat lindungan allah swt bapakku terbaik",2
"2051","sehat beserta keluarga besarnya amiiin ya allah amiiin",2
"2052","asik semoga nih waduk wadah bersilahturahmi kumpul asik sepondok ranggon gue pondok ranggon gue bangga lahir pondok ranggon",2
"2053"," mantapsemangat ya ",2
"2054","sehat sllu anies",2
"2055","semoga allah menangkan lindungi anis ",2
"2056"," fokus berkerja pakklo isu gak yg menyudutkan anies gak fikirkan biar netizen barbar yg turun tangan membela anies",2
"2057"," kerja rakyat",2
"2058","sehat slalu ya ",2
"2059","media meliput negatiffpadahal kinerja anis semuay kebanyakan positifsehat anis",2
"2060","mantep bgttkeren kerja nya mantap",2
"2061","aset negara",2
"2062","semoga upaya usaha p anis dlm mengatasi banjir jakarta berhasil aamiin",2
"2063"," semangat sehat amin",2
"2064","semoga berjalan lancar ",2
"2065","pasukan orange terima kasiiih anis lekas sehat maasya allah yg mendoakan kesehatan sayang anis",2
"2066","sehat bpk presiden jakarta",2
"2067","pondok ranggon waduknyakirain cm kuburan doang",1
"2068","semangat pakkami mendukung penuh mendoakan bapaksemoga lindungi allah swt amiin",2
"2069"," presiden",2
"2070"," org sirikk dengki yg turunkan anies mending ono aja yg dicopot ga becus kerjany ga liat sehat trus ",1
"2071","tetep semangat kasih kendor biarkan mengkritik habis an jawablah prestasi",2
"2072","btw sebelah ya deket rumah gak tau wkwk",2
"2073","pondok ranggon hadiiirrr",2
"2074","jalan niat insya allah direstui terlaksana dg y ",2
"2075"," jgn masuk gorong ya ",2
"2076","barokallah",2
"2077","sehat sllu y calon presiden",2
"2078","gubernur presiden sehat ya",2
"2079","semoga allah subhana wa taala melimpahkan rahmat nya utk aaamiiin",2
"2080","sll sht n sll dlmlindgn allah swt aamiin yra",2
"2081","anis for ri one",2
"2082","assalamualaikum semiga allah senantiasa sehat wal afiat mohon aliran kali ciliwung jl gajah madahayam wuruk pengerukan perhatikan jembatan halte busway jalan indah kali ciliwung jalan bersih bebas endapan lumpur ikan seukuran telapak tangan lihat hidup dialiran tsb kondisi air disana lumayan habitat ikan semoga kedepan lebjh kadar air dialiran ",2
"2083","sehat anis n jajaran dki jakarta semoga allah swt melindungi n menjaga bpk aminmudah an anis presiden ri amin",2
"2084","sehat semoga allah merahmati usaha pemprov dki pemerintah pusat rangka menangani banjir",2
"2085","semoga presiden yaa allah yaa mujiibb",2
"2086","gas sehat ",2
"2087","halloo ka masker berfungsi menutrisi payudara memperbaiki jaringan payudara cocok banget lohh usia thn hasilnyaa payudara kendur kencang menambah ukuran payudara hasilnya permanen kakebetulan bangat harga promo barangkali minat ka",2
"2088","nonton ilc miris banget manusia manusia munafik pengen jatuhin gubernur puluhan gubernur tp cm anies yg dipepet mpe skrg pdhl diliat dimana jakarta ketat protokol nya dikota ku aja beeeuh sperti pasar dmn mn cafe tp knp gubernurnya ga dipermasalahkan tp emang seh orang digangguin setan mulu semangat anies",2
"2089","gubernur gue emang tooop",2
"2090","semangat anies",2
"2091","barokallah gubernur indonesiapresiden jakarta presiden indonesia",2
"2092","assalamualaikum semoga lindungi allah azza wa zalladan kerjakan ikhlas berbuah manis sehat ya jakarta warganya dilindungi allah dijauhi virus covid amin ya mujabasilin stay safe health",2
"2093","sy warga pondok ranggon mrsa terganggu pembuangan tai sapiair sumur sy jd jelek",1
"2094","kerja omong sabar dicaci kritik diterima beliautinggal presiden ",2
"2095","aamiin sehat anies",2
"2096","bpk gubernur dki aniesbpk manwarwalokota jkttimur menginspeksi pengerukan waduk pondok rangun antisipasi musim hujn",2
"2097","mantap gub",2
"2098"," teknologi sebagus warganya jaga kebersihan membuang sampah sungai rumahnya sungai alangkah baiknya buang sampah dikumpul kontainer sampah terdekat maju tuntut pemimpin ubah pola pikir perilaku lingkungan negara cepat sembuh ",2
"2099","aniesbaswedn diinstgrm",2
"2100"," semangat anies barakallahu fik",2
"2101","barokallohu anies",2
"2102","semoga dimudahkan urusannya dilindungi keburukan anies keluarga memimpin kota aamiin",2
"2103","semangat calon presiden",2
"2104"," tau dipondok ranggon ad waduk",2
"2105","barakallahsmg menahan air hujan yg berkepanjangan",2
"2106","sehat anis indonesia ",2
"2107","semoga sll sehat lindungan allah aamiin",2
"2108","semangat kasih kendor",2
"2109","alhamdulilah anies",2
"2110"," discount toyota sampe juta hayuuk mampir yuuk ngopi ig promo toyota ",2
"2111","jgn lupa cari bgmna air masuk ketanah jgn alirkan laut gorong gorong raksasa",1
"2112","sehat sll mjd inspirasi orang",2
"2113","sukses membangun jakarta semoga sukses pilpres ",2
"2114","masyaallah tabarakkallah ",2
"2115"," tenggelem disitu pakk untung temen anaknya rt ditolongin",2
"2116","presidenku in syaa allah",2
"2117","hebat pa moga kesehatan",2
"2118","sehat hokage",2
"2119","barokallahu fiikum gub walkot segenap jajaran salut pemimpin yg mengatasnamakan keberhasilan kerja yg gagal beliau yg maju bertanggung beda yg suka menepuk dada sndiri kalo yg dianggap berhasil melempar kesalahan bawahan kegagalan",2
"2120","salam malang jawa timur anies",2
"2121","cepat sembuh anies wakilnya amien",2
"2122"," semangat semangat ya ",2
"2123","kerja nyata",2
"2124","subhanallah sehat anies semoga lindungan allah swt",2
"2125","sehat sehat pemimpin ",2
"2126","mantap bosku lanjutkan mendukung ",2
"2127","barokallah anis jakarta tangan pnjngn tmbh siip smg anis sll sehat umur aamiin",2
"2128"," pengerukannya yg pas diinspeksi ketauan ngantor teman yg melintasi kali ciliwung bkt bkb gk liat tuh pengerukan pengerukan das sepotong yg diinspeksi warga dki jg gk buta udh tau yg bersihin kalo serentak keliatan bangeeet dimana mah cm utk suting kampanye ente aja",1
"2129","sy udah bertahun pondok ranggon tau kalo pondok ranggon waduk",1
"2130","masyaallah smg jakarta sluruh daerah indonesia smakin tata klola air nya terhindar dr banjir aamiin",2
"2131","sehat presidenku",2
"2132"," mantap gubernur yg ",2
"2133","good job",2
"2134","smngat pa anies",2
"2135","jakarta puncak indah pemandangannya gubernur",2
"2136","barakallah smg allah menjaga melindungi doa nadi mu",2
"2137"," pemimpin yg ga pakai semboyan kerja tp kerjanya nyata n bermanfaat",2
"2138","masya alloh",2
"2139"," tolong buatkan jalur sepeda sepedahan sore",2
"2140"," dibenci smakin berprestasi dihujat smakin melambung namanya smkin dihina smakin mulia ttap smangat anis",2
"2141","insyaaallah aamiin",2
"2142","mantaap prestasi nitizen mah diemin aja emg kerjaannya bgtu ntr gak makan",2
"2143","insyaallah ga banjir jakarta diguyur hujan aamiiin",2
"2144","ttp semangat hiraukan hinaan cacian dll bersamamu ",2
"2145","moga sehat gubernurku",2
"2146","sehat sehat ya menciptakan ",2
"2147"," pemimpin ngurusin kemakmuran urusan rakyat bkn sibuk balho",1
"2148"," kota bekasi caplok ",1
"2149","sehat aniesbpk gubernur yg tabah keras utk dki terbukti dg hasil kerja yg nyatasemangat anies",2
"2150","loh airnya ndak masukan tanah awas ntar dosa loh melanggar sunatullah",1
"2151","dr jabar",2
"2152","mata air keruh habibie ainun",2
"2153","smoga sehat slalu anies gubernur",2
"2154","hujan anugrah allah semoga allah menganugerahkan kesehatan kebaikan penghargaan prestasi aja aamiin sehat ya ",2
"2155","semangat anies",2
"2156","gubernur keren gini bilang memalukan tsamara psianeh",2
"2157"," aja kmren yg ngatain anis jgn sibuk ngurusin demokrasi mnding urus pengerukan sungai biar g banjir lg langsung d jwb kontan anis emang debes",2
"2158","resep lihat anies tuhhhsantuncerdas merakyat anies kerennn",2
"2159","sehat pa",2
"2160"," ngurusin jakarta aja daerah senang bangga ",2
"2161"," bertemu admin pemegang ig ikhtiar pesan membersamai menghantari edukasi masyarakat mendengarkan info gubernur tercinta semoga adminnya sehat semangat mendampingi teruskan edukasi jakarta menginspirasi",2
"2162","mantap anisluarr ",2
"2163","semoga sehat slalu ",2
"2164","sehat anis semoga alloh swt melindungi aamiin",2
"2165","assalamulaikum info duluh warga kampung melayu kebon pala kec jatinegara banjir dri kelurahan kampung melayu belom sumbangan warga mohon lokas",2
"2166","tumben kaum kolam ga yg nongol",2
"2167","barakallahu fiikum p anies",2
"2168","kerenlanjutkan",2
"2169"," video before after jakarta anis ",2
"2170","psi suaranya ",2
"2171","bs direncanakan utk destinasi wisata jg ",2
"2172","sehat slalu anis semoga lindungan allah",2
"2173"," lokasi inikan rumah dicilangkapdicilangkap danau pakkunjungi yah paksaya lihat anies bijaksana dlm menghadapi permasalahan dijakarta",2
"2174","sehat trs ",2
"2175"," doakan semoga lancar pekerjaan sehat slalu lindungi allah swt amiin",2
"2176"," ga cemas pikiran beban istirahat insyaallah insyaallah jakarta ga banjir hujan anugrah allah subhanahu wa taala insyaallah takkan membanjiri jakarta sehat yaaa aamiiin",2
"2177","semangat gubernur",2
"2178","barakalloh sehat semoga alloh melindungi pa anies yg amanahaamiin yaa rabbal alaamiin",2
"2179","waduk is not only a solution",1
"2180","panutan",2
"2181","pengen ketemu anies",2
"2182","the next presiden",2
"2183","kerja keras kerja cerdasgoodbenoor presiden",2
"2184","bravo",2
"2185","kerja jadikan kali jakarta bs mnjadi tujuan wisata",2
"2186","air turun tanah",2
"2187","alhamdulillah baarokallaahufiik ",2
"2188","semoga allah melindungi keluarga",2
"2189"," anies priodegw pilih anies karna udah penuhi janjinya bikin stadion persija",2
"2190","semoga musim hujan gak kepanasan kinerga gubernur dki jakarta",2
"2191","semoga sehat anies",2
"2192","klo dibikin bangunan swiss wihh keren kalinyak jakarta",2
"2193"," gubernur yahkok prestasi nya mentereng cocok nih kalo presiden biar negara maju sejahterajujur adil",2
"2194","kejeniusan anies postingan kinerja beliau klaim pekerjaan monopoli gubernur dki bersamasama membangun jakarta salute",2
"2195","gubernur ku amanah",2
"2196","smg allah meridhoi bpk",2
"2197","sehat pa semoga allah slalu melindungi mu",2
"2198","jakarta anugrah allah subhanahu wa taala gubernur istiqomah amanah beliau ",2
"2199","pjg umur sht sllu ",2
"2200"," tau dlm tidurpun bpk mikirin gimana jkt mnjadi baiksaya pribadi bljar dr bpakyg dng prepare datasemoga waduk tsb mnjadi wisata u yg jkt timurterima kasih mr governorallah membalas kebaikan ",2
"2201","sehat ya aniesjadilah pemimpin senantiasa melindungi rakyatnyamelindungi warganya semoga anies sosok pemimpin kenang warga bangga bercerita anak keturunannya dipimpin gubernur sholeh cerdas bijaksana arif mengedepankan kebahgiaan warganya",2
"2202","mantap anies",2
"2203","semoga sehat lindungan allah swtaamiin",2
"2204"," penerangan lampu tol becakayu ",2
"2205","salut dg program gubernur mudah mengatasi problem banjir jkt",2
"2206","sehat gubernur idola",2
"2207","good bener anies",2
"2208","nihh nyadi kritik jawabbukan kritikdi coment bui comet yg boothehe peace",2
"2209","syafakallah anies",2
"2210","semangat anies bilang jkt amburadul",2
"2211","aneh yah koq ga berita tv atw media online",2
"2212","sehar sehat ya semoga allah slalu melindungi",2
"2213","semoga memimpin ri aamiin yra",2
"2214","awa",2
"2215","alhamdulillah masya allah tabarakallah yg membeci kepanasan ",2
"2216","pokoknya yg anies salah aja",1
"2217"," semangat ya ",2
"2218","sehat presidenku semoga allah kesehatankeselamatandijauhkan fitnah dunia akhirat",2
"2219","keep healthy our future indonesian president",2
"2220","semangat semoga lekas pulihh negara butuh orang yg jujur anies",2
"2221","semoga sehat lindungan allah swt salam rindu balikpapan indonesia sukses ",2
"2222","maa syaa allah barrakallahutaala yaa allah",2
"2223"," tuh lokasinya dijadiin wisata airdisitu jg tumbuh usaha warga lokalsehat trs gubernur",2
"2224","aamiin ya rabbal alamiin",2
"2225","nulis captionnya jgn tetangga sya yg doyan nyelam digot kagak ngerti puyeng klo baca yg ",1
"2226","paaaakkk aniss for ri",2
"2227","tabarakallah",2
"2228","jarang bicara bicara gak nampak kerjanya",1
"2229","gubernur terthe best semoga anies sehat semoga allah meridhoi langkah anies aamiin",2
"2230","semoga allah kesehatan utk anis team",2
"2231","presiden anies layak pimpin negri ",2
"2232"," anies idola ku",2
"2233","mantap lanjutkann",2
"2234","barakallah aniessmoga allah swt sanantiasa mmberkahi",2
"2235","alhamdulillahsemakin ahli gubernur anies semoga barokah",2
"2236","sehat semoga jakarta lbh lg",2
"2237"," kep gub no adil pjlp mohon d revisi",1
"2238","perutny pd buncit olahraga nih gara wfh y",2
"2239","semoga bpk gubernur kesehatan keselamatan dijauhkan marabahaya doa mu goodbener",2
"2240","keep fight bro goodbenerby the way walikota ane tuuh broosering liat rumah",2
"2241","jiwa leadership terbaik indonesia kayanya lewatt yg lainkharisma pemimpin nya terpancar dr gaya aura nya yg positif cocok nya jd kepala negara ni",2
"2242","semangat bpk sukses dunia akhirat",2
"2243","live pagi biar tau kondisi semoga dilindungi allah swt",2
"2244","pk uang jajan kjp keluarin",2
"2245","amanah kerja nyata sehat anis",2
"2246","masukan meninjau lokasi yg alat berat beroprasi berkativitas alat pelindung standard pakmisalnya helmdan mohon dibuatkan baricade yg menginformasikan kegiatan alat berat disitujadi sembarang warga mendekat area kerjamaju ",2
"2247","wahpondok ranggondaerah tinggal gubernur",2
"2248","aamiin ya robbalaalamiin",2
"2249","jakarta semaki cerah ",2
"2250","bukti anies bagus kinerjanya",2
"2251","bpk presiden tercinta memantau waduk kerennnn anies g masuk gorong y pakcukup bpk pantau dgn team tp nyata keliatan hasil kerja nya yg suka masuk gorong kerja nya bikin rakyatnya sengsara",2
"2252","pake topi pakbiar nda sakit kepala kena hujan",2
"2253","pemimpin cerdas amanah memikirkan solusi terbaik disetiap gak yg ono sibuk pencitraan blow up media endingnya bengong bingung mo ngapain ngomong bebek masuk gorong temen nya sibuk nyapu jalan pikirannya ga dipake",2
"2254"," anis semoga lekas sembuh ya semoga allah umur yg capek capek ya ",2
"2255","semangat apapun yg mengarah pembangunan dukung",2
"2256","smoga allah memudahkan urusan melaksanakan tugas aamiin",2
"2257","mantap semoga dilindungi allah tangan tangan jahat mencelakakan bapakaamiin yra",2
"2258"," berisik",1
"2259","sukses anis terbaik utk jakarta",2
"2260","digoyang anjing peking ga gentarsehat gub indonesia",2
"2261","semoga jakarta thn banjir percaya sm anies",2
"2262","sehat semangat ya ",2
"2263","aamiin ya rabbal alamin",2
"2264","presiden",2
"2265"," nanya sih orang jahatin",1
"2266","semoga sehat sllu anis jajarannya biar membawa jakarta ",2
"2267","yaelahpondok ranggon tuh gak banjir urusin aja daerah banjir noh",1
"2268","inshaa allah semoga usaha bpk diridhoi allah swtsehat semangat ya ",2
"2269"," yg kaya gini gk viral",2
"2270","bismillah semoga kelancaran ya anies dimudahkan urusan kesehatan keselamatan dunia akhirat amin",2
"2271","semangat gubernur semoga lindungan allah swt aamiin yra jaga kesehatan gubernur",2
"2272"," mantengin ig yg gak masuk tipi manapun ditutup berita covid mulu sampe bosen liatnya bangga jakarta pimpin semoga bosa presiden ri aamiin",2
"2273","kerennn",2
"2274","semoga sehat ",2
"2275","cie cie panas",2
"2276"," puji terbang hina tumbang goodbernur eugg nih",2
"2277","dulunya waduk sawah peternakan ikan terima kasih ",2
"2278"," fotonya abu janda yg menirukan baca buku mengelola airmeniru gaya baca anies cerdas gubernur prestasi fakta semangat anies",2
"2279","suruh keruk bkt tu yg disebelah perumahan metland ujung menteng",2
"2280","masyaallahkereen banget gubernur ",2
"2281","tolong buku yg rame kasi pinjam beliaunya ",2
"2282"," y walaw dicacikami tau sapa yg hati sapa yg piti",2
"2283","sehat slalu ",2
"2284","good bener president",2
"2285","kerja keras kerja tuntas kerja ikhlas utk rakyat jkt semoga allah mudahkan barakallah anies",2
"2286","mohon maaf kerja kali liburan kek",1
"2287","semoga cepat sembuh ",2
"2288","sehat trus gubernur",2
"2289","barakallahu fiikum anies semoga lindungan allah swt aamiin",2
"2290","sehat paanis semoga allah swt melindungi disetiap langkah kegiatan bapakaamiin",2
"2291","berkah anies",2
"2292","barokallah anis beserta keluarga jajarannya ",2
"2293","gubernur presiden",2
"2294"," anis sehat ya ",2
"2295","masyaallah keren banget gubernur jakarta pakkkkk semoga kesehatan allah",2
"2296","we love rakyat riau",2
"2297"," semangat paksemoga sukses ",2
"2298","plis gubuk liat bantar kali digusur ganti pohon trumbesi akasia yg rimbun ",1
"2299","kayak gini sm mak mega banteng dibilang ga becusoalah makmak",1
"2300","jgn upload nt bnyak yg panasswkwkwk sehat terusss gubernurku",2
"2301","masyaa allah kerja cerdas kerja keras kerja ikhlas pencitraan",2
"2302","kerasa banget kerja nyata",2
"2303","masyallah",2
"2304","normalisasi kali ciliwung dilanjutkan ",2
"2305","keruk pa aliran kali kali nya yg kelurahan duri kosambi kecamatan cengkareng hujan sebentar debit kali lansung ",2
"2306","selamat anies semoga dimudahkan sukses",2
"2307","ditunggu foto bang pake akting ",2
"2308","presiden gua nih",2
"2309"," gub menerapkan psbb ketat",1
"2310","semoga sukses paksemangat ",2
"2311","good bener dah",2
"2312","aamiin allahumma aamiin semangat trs anies",2
"2313","tunjukin orang yg suka nyirnyirin bpkbravo ",2
"2314"," ndak bantuan dri tni peralatan ",2
"2315"," anis paake motor coper dongterus masuk gorong gorongbiar yg panas dingin",2
"2316","aamiin yaa robbal aalamiin",2
"2317","cocok ni penangkaran bebek",2
"2318","kalo orang isi kolom komentarnya doa kalo orang jahat isinya sumpah serapah ",2
"2319","allohu akbar",2
"2320","syafakallah ",2
"2321","sehat bpk anies",2
"2322","sehat anis baswedan semoga allah melindungimu dimanapun anis aamiin ya allah",2
"2323","my next president",2
"2324","sehat bpk presiden indonesia",2
"2325","sehat pa anis",2
"2326"," nyari kesalahan anis eh ga ",1
"2327","semangat pakkita yg sumut banggabersyukur warga jakarta",2
"2328","sehat kerja ikhlas kerja tuntas",2
"2329"," bos minimal kedalaman meteran",2
"2330","modifikasi cuaca didaerah penyangga jkt",2
"2331","semoga lekas sembuh beraktivitas gubernur presiden",2
"2332","cepat sehat lekas kerja lg amin",2
"2333"," gubernur presiden ya ",2
"2334"," sy warga banten tp sy bangga dg kerja keras sehat ",2
"2335","sehat iyah semoga kerja keras dibalas allah swt amin",2
"2336","ami anwar",2
"2337","insyaallah kelak indonesia dipimpin beliau sesombong seangkuh apapun manusia tumbang hadapan allah secintanya manusia allah rasulullah beserta keluarganya dimudahkan muliakan tingginya hadapan allah subhanahu wa taala beliau dicintai orang negeri habis habisnya memuji support dukungnya ",2
"2338","mantap lanjutkan pemukiman yg bantaran kali jgn takut merelokasi merekajgn takut benci kehilangan suara kebaikan ",2
"2339","barakallah fii umrik pemimpin amanahhh",2
"2340","sehat doa bersamamu",2
"2341","bingung mencibir pa anies tau celah dicibirnya sebelah ",1
"2342","insyaallah aamiin",2
"2343","polri fpisuruh nyerah aje temen nya ",2
"2344","semangat pa in shaa allah kesehatan allah swtaamiin",2
"2345","goodbner anies semangat trus ya hiraukan kalo orang gila yg menghina mu",2
"2346","baliho rijik gak berijin gak bayar pajak diemin aja tong",1
"2347","sipp pengganti jokowibodo",2
"2348","semangat trus yg menyudutkan mu percaya mu kebenaran",2
"2349","smoga sehat y anies",2
"2350","semangat semoga bpk kesehatan lindungan alloh swt aamiin",2
"2351","ttp amburadul nenek mbul",1
"2352","deket rmh sy ",2
"2353","muga sehat anies",2
"2354","cpt sembuh ya smoga dlm lindungan allah aamiin",2
"2355","barakallahu fiik gub",2
"2356"," tau deh pondok ranggon waduk",2
"2357","tabarakaullah pa anis",2
"2358","digali lagiiiii dikeruk lagiiiii kasian temen nya tar gak ngambang",2
"2359"," anis kjp kpn turunaku bayar spp ulangannsoalnya kl blm byr gaboleh ulangan ",1
"2360","aamiin ya allah aamiin",2
"2361"," kjp blum ",1
"2362","aamiin allahumma aamiin",2
"2363"," nih pantes banggakan priode semangaat sukses sehat presidenku",2
"2364","masha allah semoga gubernur sehat ",2
"2365","the next presiden indonesia",2
"2366"," rindu pemimpin beliau seandainya kalender copottt eeee ubah jdi skrang bangga x sayaa paksempurna x anies mulia x pekerjaan nya mulia jga hati nya masyaallah sehatyaa ",2
"2367","sugeng makaryo gub",2
"2368","keren pengen buruburu anies presiden",2
"2369","aamiin semoga allah swt memudahkan langkahlangkah bang anies pemda dki jakarta masyarakat indonesia",2
"2370","aamiin semangat kerja jaga sholat ttp berdoa yg trbaik untk warga jakarta ",2
"2371","semoga sehat ya bang anies",2
"2372","alhamdulillah semoga gubernur sehat lelah ibadah kebaikan terimakasih tuk yg sepenuh hati semoga kesehatan keselamatan pahala yg melimpah aamiin",2
"2373","semangat trs ",2
"2374","gak cebur skalian biar nganu dikot kyk si anu ",2
"2375","muanteb cucok nex presiden",2
"2376","ya allah kesehatan dn kesembuhan pa anis baswedan",2
"2377"," gubernur presiden",2
"2378","sehat gub",2
"2379","menguasai",2
"2380","semangat ",2
"2381"," gub yg mencintai pemimpin allah rakyat krisis kepercayaan pemimpin negeri doa menyertai langkah amanah istiqomah aamiinn",2
"2382","antisipasi banjir daerah jakarta utara anies",2
"2383"," masuk got ya ",2
"2384","gak media yg liput oh takut bully kali yeeeeee",2
"2385","udahlah resign aja jd gubernur g cocok cocoknya jd presiden",1
"2386","mantepppp klo gubernurnya anies",2
"2387"," dinamakan rakyat rakyat nya sih buang sampah sembarangan rakyat banjir rakyatsemangat anies menanggulangi banjir dki jadikan kritikan fitnah kepadamu semangat untukmu",2
"2388","sehat sehat anies anwar",2
"2389","sehat ya ",2
"2390","sehat slalu gub jkt rapi bersih bebas banjir",2
"2391"," pakai bunga karangan gk",2
"2392","rumah pd ranggon otomatis ko gua gapernah tau pembangunan waduk ya sedih dah wkwk",2
"2393","barakallah anies",2
"2394","barakallahufiikum ",2
"2395","mantap anis for presiden",2
"2396","gubernur kota ehh yg klaim keberhasilan nnti tuhh nahh yg klaim ad duit ribu t kantong ajaib ny seajaib pabrik es m ka",2
"2397","semangat presiden jakarta media mensupportmu",2
"2398","bantu dukung liga semi pro jakarta warga jakartans jgn lupa follow info updatenya",2
"2399","semoga lelahnya lilah aamiin",2
"2400","semangat istikomah kebaikan kebenaran ya ",2
"2401","aamiiin",2
"2402","dear ya kota jakarta sistem drainagesewer recycleable integrated reliable durable easy maintenance sewage system salah penyebab banjir jakarta reservoirnya masalahmasalah saluran padat penduduk dinding selokan gampang rusak kotoranendapan saluran selokan sumbatan sampahendapan tanah sistem pengelolan sampah masuk selokan perawatan sulit penyaluran air downstream warga jakarta mengapresiasi senang memerhatikan mewujudkan kota jakarta bersih maju salam semangat milenial jakarta maju kotanya bahagia warganya terima kasih anis",2
"2403","gubernur presiden marahmarah",2
"2404","aamiiin aamiin aamiiin yaa alloh yaa robbalaalamiin",2
"2405","kwalitas terbaik ",2
"2406","asalamualykum jln pahlawan revolusi pelebarnya dr sy tuh plening nya macet ",1
"2407","masyaallah lanjutkan ",2
"2408"," pilihan rakyat kayanya beliau dipecatsama bosnya",2
"2409","alhamdulillah sejarah dki hujan deras kawasan puncak tp menjadikan dki dikepung banjir",2
"2410"," yg cilangkap suka horor anak anak main d situ anak sy kmrin magrib br pulang dicari cari main d waduk deket rumah",1
"2411","aamiim allahumma aamiin ikhtiar tawakal insya allah selebihnya serahkan maha pencipta allah swt aamiin",2
"2412","semoga anis sllu sehat aamiin",2
"2413","yg onoh fotonya diaturtg suruh minggirrrr",2
"2414","manteb anies lawan kritikan pedas dgn karya nyata",2
"2415","sehat anistetap semangatdan semoga msh lindungan alloh swtamiin",2
"2416","tetaplah bertugas semngat",2
"2417","mantapp semoga dlm lindunga allah",2
"2418","pembenci mkin panasss",1
"2419","takut dateng mata najwa ya wkwk",2
"2420","laskar mati gimana pendapat ",1
"2421","tangkap anies",1
"2422"," ga pantes gubernur pantes presiden ",1
"2423","keren kameramennya ",2
"2424","orang sibuk memfitnah anies anies kerja utk rakyat masyaallah",1
"2425","sehat gubernur warga dki",2
"2426","gini beneran pemimpin kerjaada hasil anggaran yg berlebihansehat anis",2
"2427","semangat anis semoga rencana amal akhirat",2
"2428","iya paksaya ikutan ngeruk sampah dikolam renang alat pmbersih kolamny bgus rodany hehe komplit skat sm jaring ny nangkap orang ikan manusia brenang hihihi",2
"2429","keren anies ditangan ",2
"2430","alhamdulillah anies jakarta lbh maju semangattt jakarta yg lbh baikll",2
"2431","jakarta butuh pemimpin bener semoga warga ",2
"2432"," sampe nyamperin waduknya",2
"2433","kodok masukin situ ",2
"2434"," bicara kerja",2
"2435"," ga masuk goronggorong ",2
"2436"," gub klo upload foto aplikasi time stame posisinya tanggalnya biar gak diakui negara tetangga",2
"2437"," anies jam terbangnya beliau gak khawatir apapunmaju anies",2
"2438","barakallahu action anies",2
"2439","masya allah pemaparan narasi yg santun menyandarkan hasil allah barakallahu fiik ",2
"2440","bismillahirrahmanirrahim",2
"2441","semoga sehatkan berjuang jalan yg ",2
"2442","sehat bpk",2
"2443"," capek bang",2
"2444"," rumah sayangnya kemarin gak bs ketemu ",2
"2445","ma syaa alloh tabarakallah ga kerkatalg bgitu bnyak kekaguman bapasemoga alloh sllu melindungi bpa sekeluarga istiqomah ya bpa gubernur",2
"2446","",2
"2447","barakallahu fiikum jazakumullohu khair",2
"2448","paragraf mencerahkan",2
"2449","barakaallah anies",2
"2450","hati bazer gentayangan",2
"2451","mudah an lindungan allah rasul anis presiden klo liat info jakartalngsung ig nya aniskrna media berpihak",2
"2452"," ngobaknya si",2
"2453","masya allah blusukan anies real ga masuk gorong sehat anies",2
"2454","mantap cpt sehat anis",2
"2455"," oke cocok preseden ri",2
"2456","good kerja nyata",2
"2457","langsung scroll komen liat komen aja",2
"2458","keren jakarta ku",2
"2459","mantap anies yg nyinyir diabaikan kerja nyata jalan yg nyinyir kelojotan lihat jkt hebat dgn karya nyata yg memakmurkan membahagiakan warganya semoga pemimpin no negeri ya bismillah semoga diijabah allah aamiin",2
"2460","ami anis kheeiirr",2
"2461","sehat trs gubernur ku semoga allah melindungi aamiin",2
"2462","semangat periode ",2
"2463","kuattangguhpintardan sabar keep spirit pa anies",2
"2464","semangat pakkkkkkkkk",2
"2465","dikeruk kalo kali kalinya biar gak banjir parah makasih semoga dibaca",1
"2466","sehat goodbernurku",2
"2467","kerja memaki",2
"2468"," kerjanya anies ngga masuk media ya oh anies suka bayarmembayar urusan dahlah jakarta cakep ",2
"2469","barakallah insyaaallah dilindungi allah",2
"2470","gak beritakan tv",2
"2471"," orang dungu gak suka sehat salam jember",1
"2472","mantap anies periode ya gubernur jakarta president warna jakarta butuh klo lapangannya pekerjaaan dibanyakin",2
"2473"," bilang cari pamor tanda nya ente kepanasan",2
"2474","kejutan tahunbeli toyota harga teljakau muwaah",2
"2475","pondok rangon waduk",2
"2476","pergub no th motor uji emisi",2
"2477","nex my presideninshaallah",2
"2478","keren gubernur presiden kerja nyata",2
"2479","semangat presiden ehh gubernur anies",2
"2480","maap coba sidak daerah tanah kusir pas jembatan n pool taksi ekpres situ kalinya urug ",1
